timestamp,asset,current_close,predicted_close,actual_close,predicted_direction,actual_direction,probability,tech_signal,correct,running_bankroll
2026-07-06 23:02:00+00:00,BTC,64304.01,64303.828125,64294.01,DOWN,DOWN,0.5002,UP,True,906.92
2026-07-06 23:07:00+00:00,BTC,64294.01,64276.484375,64267.99,DOWN,DOWN,0.5218,UP,True,926.69
2026-07-06 23:12:00+00:00,BTC,64267.99,64210.87109375,64174.01,DOWN,DOWN,0.5704,NEUTRAL,True,991.93
2026-07-06 23:17:00+00:00,BTC,64174.01,64223.5703125,64122.96,UP,DOWN,0.5613,DOWN,False,931.12
2026-07-06 23:22:00+00:00,BTC,64122.96,64156.58984375,64115.99,UP,DOWN,0.5418,DOWN,False,892.2
2026-07-06 23:27:00+00:00,BTC,64115.99,64103.75390625,64144.01,DOWN,UP,0.5153,DOWN,False,878.55
2026-07-06 23:32:00+00:00,BTC,64144.01,64186.28515625,64168.01,UP,UP,0.5524,NEUTRAL,True,924.59
2026-07-06 23:37:00+00:00,BTC,64168.01,64219.20703125,64067.99,UP,DOWN,0.5633,NEUTRAL,False,866.06
2026-07-06 23:42:00+00:00,BTC,64067.99,64069.89453125,64061.99,UP,DOWN,0.5024,DOWN,False,863.98
2026-07-06 23:47:00+00:00,BTC,64061.99,64086.3828125,64110.98,UP,UP,0.5304,DOWN,True,890.25
2026-07-06 23:52:00+00:00,BTC,64110.98,64187.59765625,64035.0,UP,DOWN,0.5938,NEUTRAL,False,806.74
2026-07-06 23:57:00+00:00,BTC,64035.0,64048.1953125,64044.0,UP,UP,0.5165,DOWN,True,820.05
2026-07-07 00:02:00+00:00,BTC,64044.0,64093.390625,64083.99,UP,UP,0.5612,DOWN,True,870.24
2026-07-07 00:07:00+00:00,BTC,64083.99,63969.40234375,64041.13,DOWN,DOWN,0.6372,NEUTRAL,True,989.64
2026-07-07 00:12:00+00:00,BTC,64041.13,64041.765625,64073.83,UP,UP,0.5008,NEUTRAL,True,990.43
2026-07-07 00:17:00+00:00,BTC,64073.83,64065.91796875,64179.99,DOWN,UP,0.5099,NEUTRAL,False,980.63
2026-07-07 00:22:00+00:00,BTC,64179.99,64151.35546875,64275.99,DOWN,UP,0.5356,UP,False,945.72
2026-07-07 00:27:00+00:00,BTC,64275.99,64239.97265625,64224.72,DOWN,DOWN,0.5446,UP,True,987.89
